title,description_x,release_year,runtime,imdb_id,imdb_score,imdb_votes,show_id,type,director,cast,country,date_added,age_certification,num_releases,listed_in,description_y,num_listed_in,first_cast,cast_freq_mean,genre_freq_mean
An Egyptian Story,Acclaimed actor Nour El Cherif here play Egyptian filmmaker Yehia Mourad thirty year after we last see him in Alexandria Why Though successful in his work Yehia have grow distant from his wife and child and suï¬€ers symbolic blockage of heart while shoot final scene of his late film After be fly to England for evaluation it 's determine that Yehia must undergo emergency surgery Fact and fiction blend seamlesslyâ€ ” with healthy dos of cleverly absurdist fantasyâ€ ” a film explore various personality and force have make Yehia and Youssef Chahine man he have become,1982,129,tt0084042,7.3,1113,s2368,Movie,Youssef Chahine,"Nour El-Sherif, Magda El-Khatib, Yousra, Mohsen Mohiedine, Oussama Nadir, Layla Hamadah, Mohamed Mounir, Ragaa Hussein",Egypt,"June 18, 2020",TV-MA,1,"Classic Movies, Dramas, Independent Movies","While undergoing heart surgery in London, Yehia reflects on his life as his heart chamber becomes a courtroom where he's tried for his mistakes.",3,Nour El-Sherif,2.125,1053.3333333333333
Ek Jaan Hain Hum,Coming from decent upper middle-class family Vikram Saxena meet with gorgeous Seema Singh and fall in love But their respective family have other plan for them While Vikram be able to convince his advocate dad Shyam Sunder to change his mind Seema be unable to do so and her marriage be be plan with U.S. resident Things take turn for bad when police arrest Vikram with arson with evidence that he have burn down property belonging to Seema 's dad Colonel Ram Mohan Singh Due to Vikram 's dad come forward to defend him and Seema will not have anything to do with him anymore Shyam Sunder realize that only way he can save his son from be imprison be to have him certify a insane but will have to live with consequence for rest of his life as well a stigma will place on his family for year to come,1983,151,tt0379272,6.3,70,s5297,Movie,Rajiv Mehra,"Rajiv Kapoor, Divya Rana, Shammi Kapoor, Tanuja, Kiran Vairale, Rakesh Bedi, Gulshan Grover, Monty Sharma",India,"September 1, 2017",TV-14,1,"Dramas, International Movies, Music & Musicals","While trying to win over his beloved’s parents, a young man is accused of arson, and his father soon realizes insanity may be his only defense.",3,Rajiv Kapoor,4.875,1667.0
Neon Genesis Evangelion,At turn of century Angels return to Earth seek to wipe out humanity in apocalyptic fury Devastated mankind 's last remnant move underground to wait for day when Angels would come back to finish job Fifteen year late day have come but time humanity be ready to fight back with terrify bio-mechanical weapon know a Evangelions Watch a Shinji Rei Asuka and rest of mysterious shadow agency Nerv battle to save earth from total annihilation,1995,24,tt0112159,8.5,64727,s3725,TV Show,Unknown,"Megumi Ogata, Kotono Mitsuishi, Yuriko Yamaguchi, Megumi Hayashibara, Yuko Miyamura, Fumihiko Tachiki, Akira Ishida, Motomu Kiyokawa, Hiro Yuki, Miki Nagasawa, Takehito Koyasu, Tomokazu Seki, Tetsuya Iwanaga, Junko Iwao, Mugihito",Japan,"June 21, 2019",TV-MA,1,"Anime Series, International TV Shows","Fifteen years after the Second Impact, Shinji Ikari joins his father's group NERV as one of several teenage mecha pilots fighting the monstrous Angels.",2,Megumi Ogata,4.733333333333333,599.5
Donnie Brasco,FBI undercover agent infilitrates mob and find himself identify more with mafia life at expense of his regular one,1997,127,tt0119008,7.7,300073,s6634,Movie,Mike Newell,"Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby, James Russo, Anne Heche, Zeljko Ivanek, Gerry Becker, Robert Miano, Zach Grenier",United States,"January 1, 2020",R,1,"Dramas, Thrillers","When FBI agent Joe Pistone goes undercover to infiltrate the mob, he starts to identify with the made men he's charged with taking down.",2,Al Pacino,4.9,1429.5
The Mask of Zorro,It have be twenty year since Don Diego de la Vega fight Spanish oppression in Alta California a legendary romantic hero Zorro Having escape from prison he transform troubled bandit Alejandro into his successor in order to foil plan of tyrannical Don Rafael Montero who rob him of his freedom his wife and his precious daughter,1998,136,tt0120746,6.8,181306,s8414,Movie,Martin Campbell,"Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, Stuart Wilson, Matt Letscher, Tony Amendola, Pedro Armendáriz Jr., William Marquez, José Pérez, Victor Rivers","United States, Germany, Mexico","January 1, 2020",PG-13,1,"Action & Adventure, Romantic Movies","An aging Zorro passes the torch to a young successor, schooling him in discipline and training him to take up the sword against crooked officials.",2,Antonio Banderas,4.1,697.0
Free Willy,When maladjusted orphan Jesse vandalize theme park he be place with foster parent and must work at park to make amends he meet Willy young Orca whale who have be separate from his family Sensing kinship they form bond and with help of kindly whale trainer Rae Lindley develop routine of trick However greedy park owner Dial soon catch wind of duo and make plan to profit from them,1993,112,tt0106965,6.0,75244,s6799,Movie,Simon Wincer,"Jason James Richter, Lori Petty, Jayne Atkinson, August Schellenberg, Michael Madsen, Michael Ironside, Richard Riehle, Mykelti Williamson, Michael Bacall, Danielle Harris","United States, France, Mexico","January 1, 2020",PG,1,"Children & Family Movies, Dramas","Ordered to clean up the graffiti he painted at a marine theme park, a troubled young boy unexpectedly bonds with a killer whale on exhibit.",2,Jason James Richter,3.5,1415.5
In the Line of Fire,Veteran Secret Service agent Frank Horrigan be man haunt by his failure to save President Kennedy while serve protection detail in Dallas Thirty year late man call himself Booth threaten life of current President force Horrigan to come back to protection detail to confront ghost from his past,1993,128,tt0107206,7.2,101939,s184,Movie,Wolfgang Petersen,"Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott, Gary Cole, Fred Thompson, John Mahoney, Gregory Alan Williams, Jim Curley, Sally Hughes",United States,"August 31, 2021",R,1,"Action & Adventure, Classic Movies",A twisted yet ingenious killer torments a veteran Secret Service agent who's haunted by his failure years ago to save President John F. Kennedy.,2,Clint Eastwood,5.2,459.5
My Girl,Vada Sultenfuss be obsess with death Her mother be dead and her father run funeral parlor She be also in love with her English teacher and join poetry class over summer just to impress him Thomas J. her best friend be allergic to everything and stick with Vada despite her hangups When Vada 's father hire Shelly and begin to fall for her thing take turn to worse,1991,103,tt0102492,6.9,79800,s344,Movie,Howard Zieff,"Dan Aykroyd, Jamie Lee Curtis, Macaulay Culkin, Anna Chlumsky, Richard Masur, Griffin Dunne, Ann Nelson, Peter Michael Goetz, Jane Hallaren, Anthony R. Jones",United States,"August 1, 2021",PG-13,1,Dramas,This coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.,1,Dan Aykroyd,2.7,2310.0
Cliffhanger,"year after lose his friend in tragic 4,000-foot fall former ranger Gabe Walker and his partner Hal be call to return to same peak to rescue group of stranded climber only to learn climber be actually thieve hijacker who be look for box full of money",1993,112,tt0106582,6.5,128179,s136,Movie,Renny Harlin,"Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner, Rex Linn, Caroline Goodall, Leon, Craig Fairbrass, Ralph Waite, Max Perlich, Paul Winfield","United States, Italy, France, Japan","September 1, 2021",R,1,Action & Adventure,"Ranger Gabe Walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers.",1,Sylvester Stallone,3.0,811.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Turtles and Shredder battle once again time for last cannister of ooze create Turtles Shredder want to create army of new mutant,1991,88,tt0103060,6.0,55499,s8160,Movie,Michael Pressman,"Paige Turco, David Warner, Mark Caso, Michelan Sisti, Leif Tilden, Kenn Scott, Kevin Clash, Ernie Reyes Jr., François Chau, Kevin Nash","United States, Hong Kong","January 1, 2020",PG,1,"Children & Family Movies, Comedies","The evil Shredder decides that ooze is what gives the ninja turtles their power, so he obtains some of the toxic junk and creates dangerous mutants.",2,Paige Turco,1.6,1047.5
Dennis the Menace,Mr. Wilson 's ever-present annoyance come in form of one mischievous kid name Dennis But he 'll need Dennis 's trick to uncover collection of gold coin go miss when shady drifter name Switchblade Sam come to town,1993,95,tt0106701,5.6,60779,s569,Movie,Nick Castle,"Walter Matthau, Mason Gamble, Joan Plowright, Christopher Lloyd, Lea Thompson, Robert Stanton, Paul Winfield",United States,"July 1, 2021",PG,1,"Children & Family Movies, Comedies","The bane of George's life is a little boy named Dennis. But when a cunning thief attempts to rob George, Dennis may be the only one who can stop him.",2,Walter Matthau,2.0,1047.5
The Net,Angela Bennett be freelance software engineer who live in world of computer technology When cyber friend ask Bennett to debug new game she inadvertently become involve in conspiracy will soon turn her life upside down and make her target of assassination,1995,114,tt0113957,5.9,66127,s359,Movie,Irwin Winkler,"Sandra Bullock, Jeremy Northam, Dennis Miller, Diane Baker, Wendy Gazelle, Ken Howard, Ray McKinnon, Daniel Schorr, L. Scott Caldwell, Robert Gossett",United States,"August 1, 2021",PG-13,1,Thrillers,"A computer analyst becomes a target after she stumbles onto a conspiracy via a mysterious floppy disk, forcing her to go on the run to clear her name.",1,Sandra Bullock,1.8,549.0
Croupier,Jack Manfred be aspiring writer who to make end meet take job a croupier Jack remain observer know that everything in life be gamble and that gambler be bear to lose Inevitably he get suck into world of casino take it toll on his relationship and novel he be write,1998,94,tt0159382,7.0,21382,s1161,Movie,Mike Hodges,"Clive Owen, Kate Hardie, Alex Kingston, Gina McKee, Nicholas Ball, Nick Reding, Alexander Morton","Ireland, United Kingdom, France, Germany","March 26, 2021",TV-MA,1,"Dramas, Independent Movies, Thrillers","A would-be writer lands a job as a croupier to make ends meet. But when he becomes involved with a gambler, he is lured into taking part in a heist.",3,Clive Owen,2.0,1200.3333333333333
The Next Karate Kid,Mr. Miyagi decide to take Julie troubled teenager under his wing after he learn that she blame herself for her parent ' demise and struggle to adjust with her grandmother and fellow pupil,1994,107,tt0110657,4.5,30138,s1769,Movie,Christopher Cain,"Pat Morita, Hilary Swank, Michael Ironside, Constance Towers, Chris Conrad, Arsenio ""Sonny"" Trinidad, Michael Cavalieri, Walton Goggins",United States,"November 1, 2020",PG,1,"Action & Adventure, Dramas, Sports Movies","In Boston, karate master Mr. Miyagi finds a new pupil in troubled teen Julie Pierce when she gets bullied by a group of relentless classmates.",3,Pat Morita,3.625,1092.6666666666667
The Mirror Has Two Faces,Rose Morgan who still live with her mother be professor of Romantic Literature who desperately long for passion in her life Gregory Larkin mathematics professor have be burn by passionate relationship and longs for sexless union base on friendship and respect,1996,126,tt0117057,6.6,19829,s819,Movie,Barbra Streisand,"Barbra Streisand, Jeff Bridges, Lauren Bacall, George Segal, Mimi Rogers, Pierce Brosnan, Brenda Vaccaro, Austin Pendleton, Elle Macpherson, Ali Marsh, Leslie Stefanson, Taina Elg, Lucy Avery Brooke, Amber Smith",United States,"June 2, 2021",PG-13,1,"Comedies, Dramas, Romantic Movies","Tired of being single, middle-aged professor Rose Morgan accepts her colleague's proposal – but her colleague only wants a platonic marriage.",3,Barbra Streisand,2.857142857142857,1489.0
Heavy,Victor be cook who work in greasy bar/restaurant own by his mother Dolly It 's just two of them waitress name Delores and heavy drinking regular Leo But thing change when Callie beautiful college drop-out show up a new waitress and steal Victor 's heart But Victor be too shy to do anything about it and too self-consciously overweight to dream of win Callie away,1995,105,tt0113280,6.8,4921,s315,Movie,James Mangold,"Pruitt Taylor Vince, Shelley Winters, Liv Tyler, Debbie Harry, Evan Dando, Joe Grifasi, David Patrick Kelly, Marian Quinn",United States,"August 3, 2021",R,1,"Dramas, Independent Movies, Romantic Movies",Overweight Victor hides from the world making pizzas in his mother's gloomy dive until a new waitress blows in and disrupts his isolation.,3,Pruitt Taylor Vince,2.375,1211.6666666666667
Bill Hicks: Revelations,Bill Hicks in height of his genius Recorded at Dominion Theatre in London Hicks open our eye and mind to hypocrisy and ludicrousness of world around u,1993,74,tt0152183,8.5,3085,s4233,Movie,Chris Bould,Bill Hicks,United Kingdom,"December 31, 2018",TV-MA,1,Stand-Up Comedy,"In his final recorded special, the iconoclastic comedian channels Goat Boy and tackles provocative topics like British porn, pot and the priesthood.",1,Bill Hicks,4.0,310.0
Sankofa,On photo shoot in Ghana American model slip back in time become enslave on plantation and bear witness to agony of her ancestral past,1993,124,tt0108041,7.0,678,s8,Movie,Haile Gerima,"Kofi Ghanaba, Oyafunmike Ogunlano, Alexandra Duah, Nick Medley, Mutabaruka, Afemo Omilami, Reggie Carter, Mzuri","United States, Ghana, Burkina Faso, United Kingdom, Germany, Ethiopia","September 24, 2021",TV-MA,1,"Dramas, Independent Movies, International Movies","On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",3,Kofi Ghanaba,1.0,1814.6666666666667
